"Word","Letter_1","Letter_2","Letter_3","Letter_4","Letter_5","UniqueLetters","MatchNum","Y","MatchNum_Cons","Y_Cons","Green_1_Total","Green_2_Total","Green_3_Total","Green_4_Total","Green_5_Total","G","Green_1_Total_Cons","Green_2_Total_Cons","Green_3_Total_Cons","Green_4_Total_Cons","Green_5_Total_Cons","G_Cons","C","C_Cons"
"added","a","d","d","e","d","ade",5936,1.03127171646977,1099,0.190931202223766,295,42,177,1227,430,0.377171646977067,0,42,177,0,430,0.11275191104934,0.540696664350243,0.132296733842946
"adder","a","d","d","e","r","ader",7734,1.34364141765115,2897,0.503300903405142,295,42,177,1227,400,0.371959694232106,0,42,177,0,400,0.107539958304378,0.614880125086866,0.206480194579569
"addle","a","d","d","l","e","adle",7369,1.28022932592078,2532,0.439888811674774,295,42,177,364,594,0.255733148019458,0,42,177,364,0,0.101285615010424,0.511857192494788,0.185936414176511
"adead","a","d","e","a","d","ade",5936,1.03127171646977,1099,0.190931202223766,295,42,396,338,430,0.260771369006254,0,42,0,0,430,0.0820013898540653,0.453396455872133,0.109233842946491
"adeem","a","d","e","e","m","adem",6729,1.16904100069493,1892,0.328700486448923,295,42,396,1227,76,0.353717859624739,0,42,0,0,76,0.0205003474635163,0.557548644892286,0.097550382209868
"adeep","a","d","e","e","p","adep",6830,1.18658790826963,1993,0.346247394023628,295,42,396,1227,90,0.356150104239055,0,42,0,0,90,0.0229325920778318,0.563759555246699,0.103761292564281
"adept","a","d","e","p","t","adept",8291,1.44041000694927,3454,0.600069492703266,295,42,396,195,359,0.22359277275886,0,42,0,195,359,0.103544127866574,0.527797081306463,0.227675469075747
"adfix","a","d","f","i","x","adfix",5455,0.947706740792217,1737,0.301772063933287,295,42,86,283,29,0.127692842251564,0,42,86,0,29,0.0272758860319666,0.332696316886727,0.0958999305072967
"adieu","a","d","i","e","u","adieu",8541,1.48384294649062,1099,0.190931202223766,295,42,515,1227,12,0.363273106323836,0,42,0,0,0,0.00729673384294649,0.643415566365532,0.0532053509381515
"adion","a","d","i","o","n","adion",7717,1.34068797776234,2317,0.402536483669215,295,42,515,261,202,0.228457261987491,0,42,0,0,202,0.0423905489923558,0.506514940931202,0.132427032661571
"adjag","a","d","j","a","g","adjg",4016,0.697706740792217,1836,0.318971507991661,295,42,7,338,60,0.128908964558721,0,42,7,0,60,0.0189367616400278,0.271108408617095,0.0939454482279361
"adlay","a","d","l","a","y","adly",5579,0.969249478804725,3399,0.59051424600417,295,42,387,338,664,0.299861014593468,0,42,387,0,664,0.189888811674774,0.467208130646282,0.290045170257123
"adlet","a","d","l","e","t","adlet",8830,1.53405142460042,3993,0.693710910354413,295,42,387,1227,359,0.401320361362057,0,42,387,0,359,0.136900625434329,0.684503127171647,0.27610319666435
"adman","a","d","m","a","n","admn",5290,0.919041000694927,3110,0.540305767894371,295,42,208,338,202,0.188498957609451,0,42,208,0,202,0.0785267546907575,0.37113446838082,0.193971507991661
"admit","a","d","m","i","t","admit",7071,1.22845726198749,3353,0.582522585128561,295,42,208,283,359,0.206219596942321,0,42,208,0,359,0.105802640722724,0.461779013203614,0.224982626824183
"admix","a","d","m","i","x","admix",5747,0.998436414176511,2029,0.352501737317582,295,42,208,283,29,0.148888116747741,0,42,208,0,29,0.0484711605281445,0.361275191104934,0.124478804725504
"adnex","a","d","n","e","x","adnex",7291,1.26667824878388,2454,0.426337734537874,295,42,409,1227,29,0.347810979847116,0,42,409,0,29,0.0833912439193885,0.577527797081306,0.16912786657401
"adobe","a","d","o","b","e","adobe",8286,1.43954134815844,1767,0.306984016678249,295,42,483,98,594,0.262682418346074,0,42,0,98,0,0.024322446143155,0.556897150799166,0.0949878387769284
"adopt","a","d","o","p","t","adopt",7316,1.27102154273801,3454,0.600069492703266,295,42,483,195,359,0.238707435719249,0,42,0,195,359,0.103544127866574,0.49678596247394,0.227675469075747
"adore","a","d","o","r","e","adore",9416,1.63585823488534,2897,0.503300903405142,295,42,483,309,594,0.299339819318972,0,42,0,309,0,0.0609798471160528,0.633469423210563,0.171560111188325
"adorn","a","d","o","r","n","adorn",7977,1.38585823488534,4115,0.714906184850591,295,42,483,309,202,0.231236970118138,0,42,0,309,202,0.0960736622654621,0.519892286309937,0.250781792911744
"adown","a","d","o","w","n","adown",6679,1.16035441278666,2817,0.489402362751911,295,42,483,69,202,0.189541348158443,0,42,0,69,202,0.0543780403057679,0.432244614315497,0.163134120917304
"adoxy","a","d","o","x","y","adoxy",5965,1.03630993745657,2103,0.365357887421821,295,42,483,4,664,0.258512856150104,0,42,0,4,664,0.123349548297429,0.45296212647672,0.183851633078527
"adoze","a","d","o","z","e","adoze",7738,1.34433634468381,1219,0.211779013203614,295,42,483,40,594,0.252605976372481,0,42,0,40,0,0.0142460041695622,0.525538568450313,0.063629256428075
"adpao","a","d","p","a","o","adpo",5855,1.01719944405837,1993,0.346247394023628,295,42,168,338,149,0.172341904100069,0,42,168,0,0,0.0364836692147325,0.383556289089646,0.113924600416956
"adrip","a","d","r","i","p","adrip",7509,1.30455177206393,3791,0.658617095205003,295,42,474,283,90,0.205698401667825,0,42,474,0,90,0.105281445448228,0.480411744266852,0.243615357887422
"adrop","a","d","r","o","p","adrop",7653,1.32956914523975,3791,0.658617095205003,295,42,474,261,90,0.201876302988186,0,42,474,0,90,0.105281445448228,0.483799513551077,0.243615357887422
"adrue","a","d","r","u","e","adrue",8801,1.52901320361362,2897,0.503300903405142,295,42,474,153,594,0.270674079221682,0,42,474,0,0,0.0896455872133426,0.585258860319666,0.193059416261293
"adult","a","d","u","l","t","adult",7240,1.25781792911744,3993,0.693710910354413,295,42,312,364,359,0.238359972202919,0,42,0,364,359,0.132904794996525,0.49322446143155,0.273106323835997
"adunc","a","d","u","n","c","adunc",6483,1.12630298818624,3236,0.562195969423211,295,42,312,385,47,0.187804030576789,0,42,0,385,47,0.0823488533703961,0.422428769979152,0.2023106323836
"adusk","a","d","u","s","k","adusk",7592,1.31897150799166,4345,0.754864489228631,295,42,312,256,142,0.181897150799166,0,42,0,256,142,0.0764419735927728,0.46616574009729,0.246047602501737
"adust","a","d","u","s","t","adust",8480,1.47324530924253,5233,0.9091382904795,295,42,312,256,359,0.219596942321056,0,42,0,256,359,0.114141765114663,0.533009034051425,0.312890896455872
"adyta","a","d","y","t","a","adyt",5607,0.974113968033356,3427,0.595378735232801,295,42,67,446,177,0.178422515635858,0,42,67,446,0,0.0964211257817929,0.377345378735233,0.221160528144545
"adzer","a","d","z","e","r","adzer",7854,1.36448922863099,3017,0.52414871438499,295,42,51,1227,400,0.350069492703266,0,42,51,0,400,0.0856497567755386,0.603674426685198,0.195274496177901
"aegis","a","e","g","i","s","aegis",9698,1.68485059068798,3323,0.5773106323836,295,659,138,283,1763,0.545170257123002,0,0,138,0,1763,0.330264072272411,0.830090340514246,0.392025712300208
"aeric","a","e","r","i","c","aeric",9092,1.57956914523975,2717,0.472029186935372,295,659,474,283,47,0.30542043085476,0,0,474,0,47,0.0905142460041696,0.623957609451008,0.18589298123697
"aerie","a","e","r","i","e","aeri",8173,1.41990965948575,1798,0.312369701181376,295,659,474,283,594,0.40045170257123,0,0,474,0,0,0.0823488533703961,0.655316191799861,0.139854065323141
"aevia","a","e","v","i","a","aevi",6683,1.16104933981932,308,0.0535093815149409,295,659,120,283,177,0.266504517025712,0,0,120,0,0,0.0208478109798471,0.490140722724114,0.0290132036136206
"aface","a","f","a","c","e","afce",6257,1.08703961084086,1420,0.246699096594858,295,11,604,209,594,0.297602501737318,0,11,0,209,0,0.0382209867963864,0.494961779013204,0.0903405142460042
"afara","a","f","a","r","a","afr",4479,0.778144544822794,2299,0.399409312022238,295,11,604,309,177,0.242529534398888,0,11,0,309,0,0.0555941626129256,0.376433287004864,0.141547949965254
"afear","a","f","e","a","r","afer",7136,1.23974982626824,2299,0.399409312022238,295,11,396,338,400,0.250173731758165,0,11,0,0,400,0.0714037526059764,0.497567755385684,0.153405142460042
"affix","a","f","f","i","x","afix",4356,0.75677553856845,638,0.11084086170952,295,11,86,283,29,0.122307157748436,0,11,86,0,29,0.0218902015288395,0.28092425295344,0.0441278665740097
"afire","a","f","i","r","e","afire",8674,1.50694927032662,2299,0.399409312022238,295,11,515,309,594,0.299513551077137,0,11,0,309,0,0.0555941626129256,0.601372480889507,0.141547949965254
"aflat","a","f","l","a","t","aflt",5575,0.968554551772064,3395,0.589819318971508,295,11,387,338,359,0.241487143849896,0,11,387,0,359,0.131514940931202,0.423253995830438,0.246091035441279
"aflow","a","f","l","o","w","aflow",6296,1.09381514940931,2434,0.422863099374566,295,11,387,261,27,0.17043085476025,0,11,387,0,27,0.0738359972202919,0.401276928422516,0.16109277275886
"afoam","a","f","o","a","m","afom",5156,0.895760945100764,1294,0.224808895066018,295,11,483,338,76,0.208999305072967,0,11,0,0,76,0.0151146629603892,0.380689715079917,0.0675382209867964
"afoot","a","f","o","o","t","afot",5824,1.01181375955525,1962,0.3408617095205,295,11,483,261,359,0.244788047255038,0,11,0,0,359,0.0642807505211953,0.43654447533009,0.133425990271022
"afore","a","f","o","r","e","afore",8818,1.53196664350243,2299,0.399409312022238,295,11,483,309,594,0.293954134815844,0,11,0,309,0,0.0555941626129256,0.603457261987491,0.141547949965254
"afoul","a","f","o","u","l","afoul",6863,1.19232105628909,1934,0.335997220291869,295,11,483,153,201,0.198575399583044,0,11,0,0,201,0.0368311327310632,0.447011813759555,0.111622654621265
"afret","a","f","r","e","t","afret",8597,1.49357192494788,3760,0.653231410701876,295,11,474,1227,359,0.411049339819319,0,11,474,0,359,0.146629603891591,0.681679986101459,0.273280055594163
"after","a","f","t","e","r","after",8597,1.49357192494788,3760,0.653231410701876,295,11,279,1227,400,0.384294649061849,0,11,279,0,400,0.119874913134121,0.661613968033357,0.25321403752606
"again","a","g","a","i","n","agin",5586,0.970465601111883,1868,0.324530924252953,295,23,604,283,202,0.244440583738707,0,23,0,0,202,0.0390896455872133,0.425946838082001,0.110449965253648
"agama","a","g","a","m","a","agm",3623,0.629430159833217,1443,0.250694927032662,295,23,604,187,177,0.223419041000695,0,23,0,187,0,0.0364836692147325,0.324921820708826,0.0900364836692147
"agami","a","g","a","m","i","agmi",5161,0.896629603891591,1443,0.250694927032662,295,23,604,187,44,0.200312717164698,0,23,0,187,0,0.0364836692147325,0.374391938846421,0.0900364836692147
"agamy","a","g","a","m","y","agmy",4490,0.780055594162613,2310,0.401320361362057,295,23,604,187,664,0.308026407227241,0,23,0,187,664,0.151841556636553,0.426033703961084,0.214211257817929
"agape","a","g","a","p","e","agpe",6381,1.10858234885337,1544,0.268241834607366,295,23,604,195,594,0.297255038220987,0,23,0,195,0,0.0378735232800556,0.500086865879083,0.0954656011118832
"agasp","a","g","a","s","p","agsp",6397,1.11136205698402,4217,0.732626824183461,295,23,604,256,90,0.220291869353718,0,23,0,256,90,0.0641070187630299,0.443059416261293,0.231236970118138
"agate","a","g","a","t","e","agte",6948,1.20708825573315,2111,0.366747741487144,295,23,604,446,594,0.3408617095205,0,23,0,446,0,0.0814801945795691,0.557418346073662,0.152797081306463
"agaty","a","g","a","t","y","agty",5158,0.896108408617095,2978,0.517373175816539,295,23,604,446,664,0.353022932592078,0,23,0,446,664,0.19683808200139,0.488794301598332,0.276971855455177
"agaze","a","g","a","z","e","agze",5607,0.974113968033356,770,0.133773453787352,295,23,604,40,594,0.270326615705351,0,23,0,40,0,0.0109451007644197,0.446273453787352,0.0416521890201529
