"Word","Letter_1","Letter_2","Letter_3","Letter_4","Letter_5","UniqueLetters"
"table","t","a","b","l","e","table"
"early","e","a","r","l","y","early"
"trees","t","r","e","e","s","tres"
"short","s","h","o","r","t","short"
"hands","h","a","n","d","s","hands"
"state","s","t","a","t","e","stae"
"black","b","l","a","c","k","black"
"shown","s","h","o","w","n","shown"
"stood","s","t","o","o","d","stod"
"front","f","r","o","n","t","front"
"voice","v","o","i","c","e","voice"
"kinds","k","i","n","d","s","kinds"
"makes","m","a","k","e","s","makes"
"comes","c","o","m","e","s","comes"
"close","c","l","o","s","e","close"
"power","p","o","w","e","r","power"
"lived","l","i","v","e","d","lived"
"vowel","v","o","w","e","l","vowel"
"taken","t","a","k","e","n","taken"
"built","b","u","i","l","t","built"
"heart","h","e","a","r","t","heart"
"ready","r","e","a","d","y","ready"
"quite","q","u","i","t","e","quite"
"class","c","l","a","s","s","clas"
"bring","b","r","i","n","g","bring"
"round","r","o","u","n","d","round"
"horse","h","o","r","s","e","horse"
"shows","s","h","o","w","s","show"
"piece","p","i","e","c","e","piec"
"green","g","r","e","e","n","gren"
"stand","s","t","a","n","d","stand"
"birds","b","i","r","d","s","birds"
"start","s","t","a","r","t","star"
"river","r","i","v","e","r","rive"
"tried","t","r","i","e","d","tried"
"least","l","e","a","s","t","least"
"field","f","i","e","l","d","field"
"whose","w","h","o","s","e","whose"
"girls","g","i","r","l","s","girls"
"leave","l","e","a","v","e","leav"
"added","a","d","d","e","d","ade"
"color","c","o","l","o","r","colr"
"third","t","h","i","r","d","third"
"hours","h","o","u","r","s","hours"
"moved","m","o","v","e","d","moved"
"plant","p","l","a","n","t","plant"
"doing","d","o","i","n","g","doing"
"names","n","a","m","e","s","names"
"forms","f","o","r","m","s","forms"
"heavy","h","e","a","v","y","heavy"
"ideas","i","d","e","a","s","ideas"
"cried","c","r","i","e","d","cried"
"check","c","h","e","c","k","chek"
"floor","f","l","o","o","r","flor"
"begin","b","e","g","i","n","begin"
"woman","w","o","m","a","n","woman"
"alone","a","l","o","n","e","alone"
"plane","p","l","a","n","e","plane"
"spell","s","p","e","l","l","spel"
"watch","w","a","t","c","h","watch"
"carry","c","a","r","r","y","cary"
"wrote","w","r","o","t","e","wrote"
"clear","c","l","e","a","r","clear"
"named","n","a","m","e","d","named"
"books","b","o","o","k","s","boks"
"child","c","h","i","l","d","child"
"glass","g","l","a","s","s","glas"
"human","h","u","m","a","n","human"
"takes","t","a","k","e","s","takes"
"party","p","a","r","t","y","party"
"build","b","u","i","l","d","build"
"seems","s","e","e","m","s","sem"
"blood","b","l","o","o","d","blod"
"sides","s","i","d","e","s","side"
"seven","s","e","v","e","n","sevn"
"mouth","m","o","u","t","h","mouth"
"solve","s","o","l","v","e","solve"
"north","n","o","r","t","h","north"
"value","v","a","l","u","e","value"
"death","d","e","a","t","h","death"
"maybe","m","a","y","b","e","maybe"
"happy","h","a","p","p","y","hapy"
"tells","t","e","l","l","s","tels"
"gives","g","i","v","e","s","gives"
"looks","l","o","o","k","s","loks"
"shape","s","h","a","p","e","shape"
"lives","l","i","v","e","s","lives"
"steps","s","t","e","p","s","step"
"areas","a","r","e","a","s","ares"
"sense","s","e","n","s","e","sen"
"speak","s","p","e","a","k","speak"
"force","f","o","r","c","e","force"
"ocean","o","c","e","a","n","ocean"
"speed","s","p","e","e","d","sped"
"women","w","o","m","e","n","women"
"metal","m","e","t","a","l","metal"
"south","s","o","u","t","h","south"
"grass","g","r","a","s","s","gras"
"scale","s","c","a","l","e","scale"
"cells","c","e","l","l","s","cels"
"lower","l","o","w","e","r","lower"
"sleep","s","l","e","e","p","slep"
"wrong","w","r","o","n","g","wrong"
"pages","p","a","g","e","s","pages"
"ships","s","h","i","p","s","ship"
"needs","n","e","e","d","s","neds"
"rocks","r","o","c","k","s","rocks"
"eight","e","i","g","h","t","eight"
"major","m","a","j","o","r","major"
"level","l","e","v","e","l","lev"
"total","t","o","t","a","l","toal"
"ahead","a","h","e","a","d","ahed"
"reach","r","e","a","c","h","reach"
"stars","s","t","a","r","s","star"
"store","s","t","o","r","e","store"
"sight","s","i","g","h","t","sight"
"terms","t","e","r","m","s","terms"
"catch","c","a","t","c","h","cath"
"works","w","o","r","k","s","works"
"board","b","o","a","r","d","board"
"cover","c","o","v","e","r","cover"
"songs","s","o","n","g","s","song"
"equal","e","q","u","a","l","equal"
"stone","s","t","o","n","e","stone"
"waves","w","a","v","e","s","waves"
"guess","g","u","e","s","s","gues"
"dance","d","a","n","c","e","dance"
"spoke","s","p","o","k","e","spoke"
"break","b","r","e","a","k","break"
"cause","c","a","u","s","e","cause"
"radio","r","a","d","i","o","radio"
"weeks","w","e","e","k","s","weks"
"lands","l","a","n","d","s","lands"
"basic","b","a","s","i","c","basic"
"liked","l","i","k","e","d","liked"
"trade","t","r","a","d","e","trade"
"fresh","f","r","e","s","h","fresh"
"final","f","i","n","a","l","final"
"fight","f","i","g","h","t","fight"
"meant","m","e","a","n","t","meant"
"drive","d","r","i","v","e","drive"
"spent","s","p","e","n","t","spent"
"local","l","o","c","a","l","loca"
"waxes","w","a","x","e","s","waxes"
"knows","k","n","o","w","s","knows"
"train","t","r","a","i","n","train"
"bread","b","r","e","a","d","bread"
"homes","h","o","m","e","s","homes"
"teeth","t","e","e","t","h","teh"
"coast","c","o","a","s","t","coast"
"thick","t","h","i","c","k","thick"
"brown","b","r","o","w","n","brown"
"clean","c","l","e","a","n","clean"
"quiet","q","u","i","e","t","quiet"
"sugar","s","u","g","a","r","sugar"
"facts","f","a","c","t","s","facts"
"steel","s","t","e","e","l","stel"
"forth","f","o","r","t","h","forth"
"rules","r","u","l","e","s","rules"
"notes","n","o","t","e","s","notes"
"units","u","n","i","t","s","units"
"peace","p","e","a","c","e","peac"
"month","m","o","n","t","h","month"
"verbs","v","e","r","b","s","verbs"
"seeds","s","e","e","d","s","sed"
"helps","h","e","l","p","s","helps"
"sharp","s","h","a","r","p","sharp"
"visit","v","i","s","i","t","vist"
"woods","w","o","o","d","s","wods"
"chief","c","h","i","e","f","chief"
"walls","w","a","l","l","s","wals"
"cross","c","r","o","s","s","cros"
"wings","w","i","n","g","s","wings"
"grown","g","r","o","w","n","grown"
"cases","c","a","s","e","s","case"
"foods","f","o","o","d","s","fods"
"crops","c","r","o","p","s","crops"
"fruit","f","r","u","i","t","fruit"
"stick","s","t","i","c","k","stick"
"wants","w","a","n","t","s","wants"
"stage","s","t","a","g","e","stage"
"sheep","s","h","e","e","p","shep"
"nouns","n","o","u","n","s","nous"
"plain","p","l","a","i","n","plain"
"drink","d","r","i","n","k","drink"
"bones","b","o","n","e","s","bones"
"apart","a","p","a","r","t","aprt"
"turns","t","u","r","n","s","turns"
"moves","m","o","v","e","s","moves"
"touch","t","o","u","c","h","touch"
"angle","a","n","g","l","e","angle"
"based","b","a","s","e","d","based"
"range","r","a","n","g","e","range"
"marks","m","a","r","k","s","marks"
"tired","t","i","r","e","d","tired"
"older","o","l","d","e","r","older"
"farms","f","a","r","m","s","farms"
"spend","s","p","e","n","d","spend"
"shoes","s","h","o","e","s","shoe"
"goods","g","o","o","d","s","gods"
"chair","c","h","a","i","r","chair"
"twice","t","w","i","c","e","twice"
"cents","c","e","n","t","s","cents"
"empty","e","m","p","t","y","empty"
"alike","a","l","i","k","e","alike"
"style","s","t","y","l","e","style"
"broke","b","r","o","k","e","broke"
"pairs","p","a","i","r","s","pairs"
"count","c","o","u","n","t","count"
"enjoy","e","n","j","o","y","enjoy"
"score","s","c","o","r","e","score"
"shore","s","h","o","r","e","shore"
"roots","r","o","o","t","s","rots"
"paint","p","a","i","n","t","paint"
"heads","h","e","a","d","s","heads"
"shook","s","h","o","o","k","shok"
"serve","s","e","r","v","e","serv"
"angry","a","n","g","r","y","angry"
"crowd","c","r","o","w","d","crowd"
"wheel","w","h","e","e","l","whel"
"quick","q","u","i","c","k","quick"
"dress","d","r","e","s","s","dres"
"share","s","h","a","r","e","share"
"alive","a","l","i","v","e","alive"
"noise","n","o","i","s","e","noise"
"solid","s","o","l","i","d","solid"
"cloth","c","l","o","t","h","cloth"
"signs","s","i","g","n","s","sign"
"hills","h","i","l","l","s","hils"
"types","t","y","p","e","s","types"
"drawn","d","r","a","w","n","drawn"
"worth","w","o","r","t","h","worth"
"truck","t","r","u","c","k","truck"
"piano","p","i","a","n","o","piano"
"upper","u","p","p","e","r","uper"
"loved","l","o","v","e","d","loved"
"usual","u","s","u","a","l","usal"
"faces","f","a","c","e","s","faces"
"drove","d","r","o","v","e","drove"
"cabin","c","a","b","i","n","cabin"
"boats","b","o","a","t","s","boats"
"towns","t","o","w","n","s","towns"
"proud","p","r","o","u","d","proud"
"court","c","o","u","r","t","court"
"model","m","o","d","e","l","model"
"prime","p","r","i","m","e","prime"
"fifty","f","i","f","t","y","fity"
"plans","p","l","a","n","s","plans"
"yards","y","a","r","d","s","yards"
"prove","p","r","o","v","e","prove"
"tools","t","o","o","l","s","tols"
"price","p","r","i","c","e","price"
"sheet","s","h","e","e","t","shet"
"smell","s","m","e","l","l","smel"
"boxes","b","o","x","e","s","boxes"
"raise","r","a","i","s","e","raise"
"match","m","a","t","c","h","match"
"truth","t","r","u","t","h","truh"
"roads","r","o","a","d","s","roads"
"threw","t","h","r","e","w","threw"
"enemy","e","n","e","m","y","enmy"
"lunch","l","u","n","c","h","lunch"
"chart","c","h","a","r","t","chart"
"scene","s","c","e","n","e","scen"
"graph","g","r","a","p","h","graph"
"doubt","d","o","u","b","t","doubt"
"guide","g","u","i","d","e","guide"
"winds","w","i","n","d","s","winds"
"block","b","l","o","c","k","block"
"grain","g","r","a","i","n","grain"
"smoke","s","m","o","k","e","smoke"
"mixed","m","i","x","e","d","mixed"
"games","g","a","m","e","s","games"
"wagon","w","a","g","o","n","wagon"
"sweet","s","w","e","e","t","swet"
"topic","t","o","p","i","c","topic"
"extra","e","x","t","r","a","extra"
"plate","p","l","a","t","e","plate"
"title","t","i","t","l","e","tile"
"knife","k","n","i","f","e","knife"
"fence","f","e","n","c","e","fenc"
"falls","f","a","l","l","s","fals"
"cloud","c","l","o","u","d","cloud"
"wheat","w","h","e","a","t","wheat"
"plays","p","l","a","y","s","plays"
"enter","e","n","t","e","r","entr"
"broad","b","r","o","a","d","broad"
"steam","s","t","e","a","m","steam"
"atoms","a","t","o","m","s","atoms"
"press","p","r","e","s","s","pres"
"lying","l","y","i","n","g","lying"
"basis","b","a","s","i","s","basi"
"clock","c","l","o","c","k","clok"
"taste","t","a","s","t","e","tase"
"grows","g","r","o","w","s","grows"
"thank","t","h","a","n","k","thank"
"storm","s","t","o","r","m","storm"
"agree","a","g","r","e","e","agre"
"brain","b","r","a","i","n","brain"
"track","t","r","a","c","k","track"
"smile","s","m","i","l","e","smile"
"funny","f","u","n","n","y","funy"
"beach","b","e","a","c","h","beach"
"stock","s","t","o","c","k","stock"
"hurry","h","u","r","r","y","hury"
"saved","s","a","v","e","d","saved"
"sorry","s","o","r","r","y","sory"
"giant","g","i","a","n","t","giant"
"trail","t","r","a","i","l","trail"
"offer","o","f","f","e","r","ofer"
"ought","o","u","g","h","t","ought"
"rough","r","o","u","g","h","rough"
"daily","d","a","i","l","y","daily"
"avoid","a","v","o","i","d","avoid"
"keeps","k","e","e","p","s","keps"
"throw","t","h","r","o","w","throw"
"allow","a","l","l","o","w","alow"
"cream","c","r","e","a","m","cream"
"laugh","l","a","u","g","h","laugh"
"edges","e","d","g","e","s","edgs"
"teach","t","e","a","c","h","teach"
"frame","f","r","a","m","e","frame"
"bells","b","e","l","l","s","bels"
"dream","d","r","e","a","m","dream"
"magic","m","a","g","i","c","magic"
"occur","o","c","c","u","r","ocur"
"ended","e","n","d","e","d","end"
"chord","c","h","o","r","d","chord"
"false","f","a","l","s","e","false"
"skill","s","k","i","l","l","skil"
"holes","h","o","l","e","s","holes"
"dozen","d","o","z","e","n","dozen"
"brave","b","r","a","v","e","brave"
"apple","a","p","p","l","e","aple"
"climb","c","l","i","m","b","climb"
"outer","o","u","t","e","r","outer"
"pitch","p","i","t","c","h","pitch"
"ruler","r","u","l","e","r","rule"
"holds","h","o","l","d","s","holds"
"fixed","f","i","x","e","d","fixed"
"costs","c","o","s","t","s","cost"
"calls","c","a","l","l","s","cals"
"blank","b","l","a","n","k","blank"
"staff","s","t","a","f","f","staf"
"labor","l","a","b","o","r","labor"
"eaten","e","a","t","e","n","eatn"
"youth","y","o","u","t","h","youth"
"tones","t","o","n","e","s","tones"
"honor","h","o","n","o","r","honr"
"globe","g","l","o","b","e","globe"
"gases","g","a","s","e","s","gase"
"doors","d","o","o","r","s","dors"
"poles","p","o","l","e","s","poles"
"loose","l","o","o","s","e","lose"
"apply","a","p","p","l","y","aply"
"tears","t","e","a","r","s","tears"
"exact","e","x","a","c","t","exact"
"brush","b","r","u","s","h","brush"
"chest","c","h","e","s","t","chest"
"layer","l","a","y","e","r","layer"
"whale","w","h","a","l","e","whale"
"minor","m","i","n","o","r","minor"
"faith","f","a","i","t","h","faith"
"tests","t","e","s","t","s","tes"
"judge","j","u","d","g","e","judge"
"items","i","t","e","m","s","items"
"worry","w","o","r","r","y","wory"
"waste","w","a","s","t","e","waste"
"hoped","h","o","p","e","d","hoped"
"strip","s","t","r","i","p","strip"
"begun","b","e","g","u","n","begun"
"aside","a","s","i","d","e","aside"
"lakes","l","a","k","e","s","lakes"
"bound","b","o","u","n","d","bound"
"depth","d","e","p","t","h","depth"
"candy","c","a","n","d","y","candy"
"event","e","v","e","n","t","evnt"
"worse","w","o","r","s","e","worse"
"aware","a","w","a","r","e","awre"
"shell","s","h","e","l","l","shel"
"rooms","r","o","o","m","s","roms"
"ranch","r","a","n","c","h","ranch"
"image","i","m","a","g","e","image"
"snake","s","n","a","k","e","snake"
"aloud","a","l","o","u","d","aloud"
"dried","d","r","i","e","d","drie"
"likes","l","i","k","e","s","likes"
"motor","m","o","t","o","r","motr"
"pound","p","o","u","n","d","pound"
"knees","k","n","e","e","s","knes"
"refer","r","e","f","e","r","ref"
"fully","f","u","l","l","y","fuly"
"chain","c","h","a","i","n","chain"
"shirt","s","h","i","r","t","shirt"
"flour","f","l","o","u","r","flour"
"drops","d","r","o","p","s","drops"
"spite","s","p","i","t","e","spite"
"orbit","o","r","b","i","t","orbit"
"banks","b","a","n","k","s","banks"
"shoot","s","h","o","o","t","shot"
"curve","c","u","r","v","e","curve"
"tribe","t","r","i","b","e","tribe"
"tight","t","i","g","h","t","tigh"
"blind","b","l","i","n","d","blind"
"slept","s","l","e","p","t","slept"
"shade","s","h","a","d","e","shade"
"claim","c","l","a","i","m","claim"
"flies","f","l","i","e","s","flies"
"theme","t","h","e","m","e","them"
"queen","q","u","e","e","n","quen"
"fifth","f","i","f","t","h","fith"
"union","u","n","i","o","n","unio"
"hence","h","e","n","c","e","henc"
"straw","s","t","r","a","w","straw"
"entry","e","n","t","r","y","entry"
"issue","i","s","s","u","e","isue"
"birth","b","i","r","t","h","birth"
"feels","f","e","e","l","s","fels"
"anger","a","n","g","e","r","anger"
"brief","b","r","i","e","f","brief"
"rhyme","r","h","y","m","e","rhyme"
"glory","g","l","o","r","y","glory"
"guard","g","u","a","r","d","guard"
"flows","f","l","o","w","s","flows"
"flesh","f","l","e","s","h","flesh"
"owned","o","w","n","e","d","owned"
"trick","t","r","i","c","k","trick"
"yours","y","o","u","r","s","yours"
"sizes","s","i","z","e","s","size"
"noted","n","o","t","e","d","noted"
"width","w","i","d","t","h","width"
"burst","b","u","r","s","t","burst"
"route","r","o","u","t","e","route"
"lungs","l","u","n","g","s","lungs"
"uncle","u","n","c","l","e","uncle"
"bears","b","e","a","r","s","bears"
"royal","r","o","y","a","l","royal"
"kings","k","i","n","g","s","kings"
"forty","f","o","r","t","y","forty"
"trial","t","r","i","a","l","trial"
"cards","c","a","r","d","s","cards"
"brass","b","r","a","s","s","bras"
"opera","o","p","e","r","a","opera"
"chose","c","h","o","s","e","chose"
"owner","o","w","n","e","r","owner"
"vapor","v","a","p","o","r","vapor"
"beats","b","e","a","t","s","beats"
"mouse","m","o","u","s","e","mouse"
"tough","t","o","u","g","h","tough"
"wires","w","i","r","e","s","wires"
"meter","m","e","t","e","r","metr"
"tower","t","o","w","e","r","tower"
"finds","f","i","n","d","s","finds"
"inner","i","n","n","e","r","iner"
"stuck","s","t","u","c","k","stuck"
"arrow","a","r","r","o","w","arow"
"poems","p","o","e","m","s","poems"
"label","l","a","b","e","l","labe"
"swing","s","w","i","n","g","swing"
"solar","s","o","l","a","r","solar"
"truly","t","r","u","l","y","truly"
"tense","t","e","n","s","e","tens"
"beans","b","e","a","n","s","beans"
"split","s","p","l","i","t","split"
"rises","r","i","s","e","s","rise"
"weigh","w","e","i","g","h","weigh"
"hotel","h","o","t","e","l","hotel"
"stems","s","t","e","m","s","stem"
"pride","p","r","i","d","e","pride"
"swung","s","w","u","n","g","swung"
"grade","g","r","a","d","e","grade"
"digit","d","i","g","i","t","digt"
"badly","b","a","d","l","y","badly"
"boots","b","o","o","t","s","bots"
"pilot","p","i","l","o","t","pilot"
"sales","s","a","l","e","s","sale"
"swept","s","w","e","p","t","swept"
"lucky","l","u","c","k","y","lucky"
"prize","p","r","i","z","e","prize"
"stove","s","t","o","v","e","stove"
"tubes","t","u","b","e","s","tubes"
"acres","a","c","r","e","s","acres"
"wound","w","o","u","n","d","wound"
"steep","s","t","e","e","p","step"
"slide","s","l","i","d","e","slide"
"trunk","t","r","u","n","k","trunk"
"error","e","r","r","o","r","ero"
"porch","p","o","r","c","h","porch"
"slave","s","l","a","v","e","slave"
"exist","e","x","i","s","t","exist"
"faced","f","a","c","e","d","faced"
"mines","m","i","n","e","s","mines"
"marry","m","a","r","r","y","mary"
"juice","j","u","i","c","e","juice"
"raced","r","a","c","e","d","raced"
"waved","w","a","v","e","d","waved"
"goose","g","o","o","s","e","gose"
"trust","t","r","u","s","t","trus"
"fewer","f","e","w","e","r","fewr"
"favor","f","a","v","o","r","favor"
"mills","m","i","l","l","s","mils"
"views","v","i","e","w","s","views"
"joint","j","o","i","n","t","joint"
"eager","e","a","g","e","r","eagr"
"spots","s","p","o","t","s","spot"
"blend","b","l","e","n","d","blend"
"rings","r","i","n","g","s","rings"
"adult","a","d","u","l","t","adult"
"index","i","n","d","e","x","index"
"nails","n","a","i","l","s","nails"
"horns","h","o","r","n","s","horns"
"balls","b","a","l","l","s","bals"
"flame","f","l","a","m","e","flame"
"rates","r","a","t","e","s","rates"
"drill","d","r","i","l","l","dril"
"trace","t","r","a","c","e","trace"
"skins","s","k","i","n","s","skin"
"waxed","w","a","x","e","d","waxed"
"seats","s","e","a","t","s","seat"
"stuff","s","t","u","f","f","stuf"
"ratio","r","a","t","i","o","ratio"
"minds","m","i","n","d","s","minds"
"dirty","d","i","r","t","y","dirty"
"silly","s","i","l","l","y","sily"
"coins","c","o","i","n","s","coins"
"hello","h","e","l","l","o","helo"
"trips","t","r","i","p","s","trips"
"leads","l","e","a","d","s","leads"
"rifle","r","i","f","l","e","rifle"
"hopes","h","o","p","e","s","hopes"
"bases","b","a","s","e","s","base"
"shine","s","h","i","n","e","shine"
"bench","b","e","n","c","h","bench"
"moral","m","o","r","a","l","moral"
"fires","f","i","r","e","s","fires"
"meals","m","e","a","l","s","meals"
"shake","s","h","a","k","e","shake"
"shops","s","h","o","p","s","shop"
"cycle","c","y","c","l","e","cyle"
"movie","m","o","v","i","e","movie"
"slope","s","l","o","p","e","slope"
"canoe","c","a","n","o","e","canoe"
"teams","t","e","a","m","s","teams"
"folks","f","o","l","k","s","folks"
"fired","f","i","r","e","d","fired"
"bands","b","a","n","d","s","bands"
"thumb","t","h","u","m","b","thumb"
"shout","s","h","o","u","t","shout"
"canal","c","a","n","a","l","canl"
"habit","h","a","b","i","t","habit"
"reply","r","e","p","l","y","reply"
"ruled","r","u","l","e","d","ruled"
"fever","f","e","v","e","r","fevr"
"crust","c","r","u","s","t","crust"
"shelf","s","h","e","l","f","shelf"
"walks","w","a","l","k","s","walks"
"midst","m","i","d","s","t","midst"
"crack","c","r","a","c","k","crak"
"print","p","r","i","n","t","print"
"tales","t","a","l","e","s","tales"
"coach","c","o","a","c","h","coah"
"stiff","s","t","i","f","f","stif"
"flood","f","l","o","o","d","flod"
"verse","v","e","r","s","e","vers"
"awake","a","w","a","k","e","awke"
"rocky","r","o","c","k","y","rocky"
"march","m","a","r","c","h","march"
"fault","f","a","u","l","t","fault"
"swift","s","w","i","f","t","swift"
"faint","f","a","i","n","t","faint"
"civil","c","i","v","i","l","civl"
"ghost","g","h","o","s","t","ghost"
"feast","f","e","a","s","t","feast"
"blade","b","l","a","d","e","blade"
"limit","l","i","m","i","t","limt"
"germs","g","e","r","m","s","germs"
"reads","r","e","a","d","s","reads"
"ducks","d","u","c","k","s","ducks"
"dairy","d","a","i","r","y","dairy"
"worst","w","o","r","s","t","worst"
"gifts","g","i","f","t","s","gifts"
"lists","l","i","s","t","s","list"
"stops","s","t","o","p","s","stop"
"rapid","r","a","p","i","d","rapid"
"brick","b","r","i","c","k","brick"
"claws","c","l","a","w","s","claws"
"beads","b","e","a","d","s","beads"
"beast","b","e","a","s","t","beast"
"skirt","s","k","i","r","t","skirt"
"cakes","c","a","k","e","s","cakes"
"lions","l","i","o","n","s","lions"
"frogs","f","r","o","g","s","frogs"
"tries","t","r","i","e","s","tries"
"nerve","n","e","r","v","e","nerv"
"grand","g","r","a","n","d","grand"
"armed","a","r","m","e","d","armed"
"treat","t","r","e","a","t","trea"
"honey","h","o","n","e","y","honey"
"moist","m","o","i","s","t","moist"
"legal","l","e","g","a","l","lega"
"penny","p","e","n","n","y","peny"
"crown","c","r","o","w","n","crown"
"shock","s","h","o","c","k","shock"
"taxes","t","a","x","e","s","taxes"
"sixty","s","i","x","t","y","sixty"
"altar","a","l","t","a","r","altr"
"pulls","p","u","l","l","s","puls"
"sport","s","p","o","r","t","sport"
"drums","d","r","u","m","s","drums"
"talks","t","a","l","k","s","talks"
"dying","d","y","i","n","g","dying"
"dates","d","a","t","e","s","dates"
"drank","d","r","a","n","k","drank"
"blows","b","l","o","w","s","blows"
"lever","l","e","v","e","r","levr"
"wages","w","a","g","e","s","wages"
"proof","p","r","o","o","f","prof"
"drugs","d","r","u","g","s","drugs"
"tanks","t","a","n","k","s","tanks"
"sings","s","i","n","g","s","sing"
"tails","t","a","i","l","s","tails"
"pause","p","a","u","s","e","pause"
"herds","h","e","r","d","s","herds"
"arose","a","r","o","s","e","arose"
"hated","h","a","t","e","d","hated"
"clues","c","l","u","e","s","clues"
"novel","n","o","v","e","l","novel"
"shame","s","h","a","m","e","shame"
"burnt","b","u","r","n","t","burnt"
"races","r","a","c","e","s","races"
"flash","f","l","a","s","h","flash"
"weary","w","e","a","r","y","weary"
"heels","h","e","e","l","s","hels"
"token","t","o","k","e","n","token"
"coats","c","o","a","t","s","coats"
"spare","s","p","a","r","e","spare"
"shiny","s","h","i","n","y","shiny"
"alarm","a","l","a","r","m","alrm"
"dimes","d","i","m","e","s","dimes"
"sixth","s","i","x","t","h","sixth"
"clerk","c","l","e","r","k","clerk"
"mercy","m","e","r","c","y","mercy"
"sunny","s","u","n","n","y","suny"
"guest","g","u","e","s","t","guest"
"float","f","l","o","a","t","float"
"shone","s","h","o","n","e","shone"
"pipes","p","i","p","e","s","pies"
"worms","w","o","r","m","s","worms"
"bills","b","i","l","l","s","bils"
"sweat","s","w","e","a","t","sweat"
"suits","s","u","i","t","s","suit"
"smart","s","m","a","r","t","smart"
"upset","u","p","s","e","t","upset"
"rains","r","a","i","n","s","rains"
"sandy","s","a","n","d","y","sandy"
"rainy","r","a","i","n","y","rainy"
"parks","p","a","r","k","s","parks"
"sadly","s","a","d","l","y","sadly"
"fancy","f","a","n","c","y","fancy"
"rider","r","i","d","e","r","ride"
"unity","u","n","i","t","y","unity"
"bunch","b","u","n","c","h","bunch"
"rolls","r","o","l","l","s","rols"
"crash","c","r","a","s","h","crash"
"craft","c","r","a","f","t","craft"
"newly","n","e","w","l","y","newly"
"gates","g","a","t","e","s","gates"
"hatch","h","a","t","c","h","hatc"
"paths","p","a","t","h","s","paths"
"funds","f","u","n","d","s","funds"
"wider","w","i","d","e","r","wider"
"grace","g","r","a","c","e","grace"
"grave","g","r","a","v","e","grave"
"tides","t","i","d","e","s","tides"
"admit","a","d","m","i","t","admit"
"shift","s","h","i","f","t","shift"
"sails","s","a","i","l","s","sail"
"pupil","p","u","p","i","l","puil"
"tiger","t","i","g","e","r","tiger"
"angel","a","n","g","e","l","angel"
"cruel","c","r","u","e","l","cruel"
"agent","a","g","e","n","t","agent"
"drama","d","r","a","m","a","dram"
"urged","u","r","g","e","d","urged"
"patch","p","a","t","c","h","patch"
"nests","n","e","s","t","s","nest"
"vital","v","i","t","a","l","vital"
"sword","s","w","o","r","d","sword"
"blame","b","l","a","m","e","blame"
"weeds","w","e","e","d","s","weds"
"screw","s","c","r","e","w","screw"
"vocal","v","o","c","a","l","vocal"
"bacon","b","a","c","o","n","bacon"
"chalk","c","h","a","l","k","chalk"
"cargo","c","a","r","g","o","cargo"
"crazy","c","r","a","z","y","crazy"
"acted","a","c","t","e","d","acted"
"goats","g","o","a","t","s","goats"
"arise","a","r","i","s","e","arise"
